N,P,K,temperature,humidity,ph,rainfall,label,soil_moisture,soil_type,sunlight_exposure,wind_speed,co2_concentration,organic_matter,irrigation_frequency,crop_density,pest_pressure,fertilizer_usage,growth_stage,urban_area_proximity,water_source_type,frost_risk,water_usage_efficiency
25,11,42,30.926817,90.239305,5.439448,103.242668,coconut,28.958658,1,11.066863,2.917473,398.290057,6.791509,6,8.991056,10.710399,113.226303,2,21.007445,3,5.005171,1.472018
19,24,23,16.434861,92.057318,6.451206,143.153664,orange,22.155405,1,9.484908,16.703147,398.717356,7.521441,2,12.227633,83.876878,130.473763,3,1.954964,2,82.567481,2.871764
24,67,18,25.805511,67.104139,6.810514,65.85934,pigeonpeas,14.446617,1,11.775599,3.610353,413.366938,6.596719,2,15.796369,34.008806,115.552238,2,48.32357,3,17.826229,2.451775
102,67,72,32.930879,86.754955,6.253116,150.380974,banana,15.194603,3,7.843265,8.976508,407.985832,1.770214,4,19.186328,41.705167,145.865637,2,25.48185,1,29.686966,3.668885
28,38,20,26.089388,49.903804,5.861766,45.991145,mothbeans,17.580155,1,5.936876,3.985933,421.717769,7.617303,2,13.602704,2.983353,128.444386,2,23.931692,3,35.102143,1.846978
47,44,42,25.561833,91.053954,6.778818,103.741322,papaya,11.231174,2,8.846901,9.089812,359.584972,4.268652,6,13.459334,32.787419,193.640767,1,26.478078,1,80.343108,4.005932
99,29,57,28.947468,93.836269,6.257666,22.883772,muskmelon,15.568517,1,10.224963,6.469801,436.607067,3.966172,1,18.904092,38.673172,147.901036,2,35.223845,2,28.609669,2.42675
38,16,33,30.798231,55.145855,5.520454,177.079389,mango,28.143656,2,9.273261,19.276488,392.633825,3.769091,2,7.060203,20.389914,55.69149,2,32.235432,2,14.468132,4.541001
20,48,36,25.411771,65.080587,6.376176,31.09226,blackgram,22.651278,1,5.92045,0.868344,354.917228,2.523623,3,15.773903,2.477083,172.029478,1,7.036938,2,98.388648,1.721077
88,58,34,21.730618,82.92822,5.710036,161.340756,rice,17.10141,3,6.618012,11.089089,381.364038,6.218466,5,19.229725,99.836167,79.284666,1,7.072072,1,30.954583,3.579625
13,28,5,16.019911,90.368044,6.536389,135.326945,orange,27.179337,2,11.8187,0.33361,352.838244,5.279912,2,19.935596,35.694598,175.109401,3,33.282703,3,52.960945,1.971842
28,13,50,35.45412,90.517114,6.677081,132.834416,coconut,26.938643,2,5.093123,19.368541,385.170806,8.550801,4,12.443877,39.269426,112.581807,3,27.431978,3,5.685189,1.740442
28,33,19,32.283773,77.907324,5.513719,61.741524,blackgram,20.208198,2,8.661636,7.571409,442.921177,2.521525,4,17.738273,72.224874,84.296657,1,45.510626,2,16.04353,1.717988
81,34,56,20.670002,81.980976,6.971481,189.798921,rice,29.92323,1,5.090153,6.781421,353.67056,8.508923,6,18.916305,33.755666,111.54994,1,29.838248,3,32.318805,3.4198
11,53,25,30.312765,51.38948,6.108581,38.217088,mothbeans,18.887054,1,5.995611,18.243601,433.836067,3.517513,4,13.981217,6.925602,165.814555,1,29.876372,1,46.070109,1.340523
61,59,17,23.33844615,59.24580604,6.47444292,105.0083144,maize,22.223938666202645,2,9.928580901950046,14.578745903626064,387.5294136828265,7.015706358179632,5,16.94774083646296,4.494926318313763,191.48394745399847,3,10.23664028612304,3,68.86234029016124,2.717228890996
92,68,46,34.616901,86.735756,5.865056,130.999554,banana,10.573134,3,5.790262,1.113519,357.531379,7.931298,2,7.406689,6.835677,159.430425,2,24.324764,2,20.69741,2.102795
22,27,19,34.976761,75.323151,5.507173,185.078627,mango,26.653865,1,10.340875,8.635051,364.15055,3.731903,2,6.807499,4.246324,114.283263,1,42.409932,1,66.670426,1.884253
13,31,22,27.190776,52.246372,4.123405,39.201791,mothbeans,18.621771,1,7.074188,5.14247,423.967328,3.684903,4,9.290351,1.011851,196.71063,3,30.506828,1,9.388516,1.547922
96,43,56,20.05294,80.241918,6.850125,199.734705,rice,25.004556,3,8.252705,18.645731,358.81168,8.201238,2,6.848544,33.22015,68.554042,2,47.000786,1,27.569878,1.344997
39,36,22,29.34317422,60.50320928,9.072011412,34.03335472,mothbeans,23.7481119491935,2,6.942578069837338,18.18807348769469,373.1951168256593,6.522792197681198,3,13.748538803232185,63.325220592495526,196.73922781149773,3,14.052703827279894,2,30.08389196604795,4.97176643447683
96,18,50,25.3310446,84.30533791,6.904241707,41.53218699,watermelon,24.817854958358325,1,11.59360203614989,0.4254127774458704,356.01438905058615,6.085384098201592,1,18.9820246473166,92.7446791620957,159.82449310760563,3,18.184353126887963,1,68.96410011074785,4.265260766857184
99,6,45,26.12588914,86.5507939,6.000975617,40.71210074,watermelon,10.562518996422764,3,7.747470079091838,1.869848463708759,374.0165695127267,3.255113075162396,3,9.185446323510396,25.633188799136143,181.04607156181368,2,19.353635358164293,3,24.471908514252217,1.3173399188494144
48,34,67,31.975509,90.62247,7.426647,151.10291,papaya,11.39107,1,9.189189,8.274766,387.506164,3.346439,6,5.46586,24.669081,132.344295,3,34.706297,1,78.172861,4.2391
31,15,16,29.626484,65.306622,6.130171,89.980917,mango,12.706578,2,7.428075,7.135311,397.066648,7.337269,6,13.510722,56.156675,72.774752,2,6.992969,2,19.8171,3.812541
12,67,21,15.030641,62.580806,6.700823,47.652298,lentil,29.770315,2,9.753682,10.814182,448.394842,6.042816,2,17.020745,96.301832,112.4811,1,48.706794,1,43.767901,1.561483
14,34,10,26.665254,47.483269,5.389913,56.941365,mothbeans,26.417873,1,5.072887,1.266964,406.492865,2.422837,2,5.792656,62.605425,64.85853,3,36.572263,3,43.409068,3.220558
36,56,83,18.89780215,19.76182946,7.4526709,69.09512477,chickpea,13.838533161313348,2,11.090525679529073,9.135163915924757,385.377953103392,1.0370879489545075,5,7.109190760200254,15.466718504380594,87.8917147529627,2,23.040592225554747,1,97.91862091978544,4.887664829804454
1,76,17,28.43430726,52.10010827,6.012719118,147.0414824,pigeonpeas,10.322210948495435,3,7.059986014422503,13.33196819792352,400.1695872722944,4.776103425362379,2,11.832189626695705,93.52162764747897,151.3597257104543,3,12.17537629126369,1,33.422666661530634,1.7682827063529336
18,13,45,32.786495,82.049888,7.957068,175.636449,coconut,29.916843,1,10.474096,13.248124,393.164112,8.295723,6,7.969598,98.526507,191.512195,2,17.057424,3,86.524751,4.69137
20,34,28,32.732914,84.363709,6.506954,57.591809,mungbean,14.472792,1,7.517358,13.223521,404.860688,9.460302,5,9.65866,99.117357,181.977057,2,20.066162,2,38.416154,4.312966
36,11,35,22.260668,91.872673,6.205034,170.975884,apple,10.892315,3,7.378985,11.587224,362.967926,6.489378,2,13.298966,5.837208,141.519462,1,13.620835,2,3.837279,4.696433
116,19,14,19.585161,93.888104,5.604771,171.960421,coffee,27.925438,1,11.338171,1.07137,406.168998,3.983169,3,13.705765,6.535448,162.559063,2,3.287924,1,10.878405,3.773321
72,41,36,24.09874353,80.57226761,6.187746776,176.8604109,jute,29.320803383265737,1,10.841926539136791,18.631198966721502,364.2674914846384,1.658430548187897,6,6.5218069665328064,69.34609122363452,142.44955946225565,3,42.12640789582993,1,19.055958194611865,3.987503989226313
21,52,13,15.705085,66.69534,6.939797,46.139516,lentil,20.495139,2,10.281284,17.890348,421.248268,5.317843,2,8.202911,30.221373,196.620032,1,29.98389,2,85.787211,2.683871
12,44,13,29.86249,49.950676,3.870849,42.876933,mothbeans,23.985552,2,6.894713,1.141883,366.971182,1.312062,6,13.569404,51.076332,196.551311,2,41.118541,2,76.01886,4.828533
11,29,25,24.130615,91.011299,6.563772,165.785157,orange,18.490178,1,11.918125,1.392958,434.286541,9.371566,2,15.157432,40.968948,70.070363,3,35.572486,2,63.321485,2.49832
61,47,47,22.359022,86.458108,6.897631,159.330484,rice,14.607371,1,6.897729,15.942306,360.984114,1.055654,6,11.279805,8.646444,56.020994,1,34.405239,1,42.450707,2.314984
91,72,51,25.8744,62.972827,7.078601,118.203442,maize,19.367404,2,5.416881,16.733118,385.622546,5.335812,1,10.406941,46.704202,109.456333,3,13.215435,1,43.388069,1.979829
88,45,30,22.182713,83.479414,5.870236,294.752305,rice,15.385872,1,6.459728,6.97315,426.516324,7.617057,3,11.604641,78.122187,168.422061,1,27.594882,1,26.237707,4.385272
71,60,22,26.07470121,59.37147589,6.2048017,85.75692395,maize,26.51320154509817,1,11.597738092839382,14.285398465332989,424.2189782376373,7.035000808853337,6,13.335002940254167,43.88541612350818,168.15983659460858,1,28.23930788314811,3,34.16548714568012,2.6256857111032224
41,35,69,32.027747,94.618541,7.468598,144.573657,papaya,14.463853,2,10.033417,17.46384,410.58854,1.39747,3,13.431236,3.734709,174.572672,3,31.194074,3,18.099111,2.049785
30,18,53,23.284605,93.426149,5.518874,155.857953,pomegranate,27.267611,1,5.18061,14.184938,442.2515,2.705496,4,16.965592,93.050622,138.801793,1,23.197189,3,14.907253,3.531397
21,13,11,23.276972,93.105398,5.585594,65.592392,grapes,14.507611,2,7.925276,11.027039,376.090255,1.53598,4,11.275075,16.758502,136.813942,1,19.623806,1,71.352402,4.508515
31,60,24,25.40474421,65.8567539,7.722335992,51.92057267,lentil,22.00201918394045,1,7.766478696570674,13.929083422155095,358.53661260329045,9.415375957931223,6,11.410312902456944,91.85756925589224,80.53423027896366,1,34.070265613356874,3,23.988822249400943,3.080856653358248
21,42,69,18.233091,14.493824,5.984877,63.126,chickpea,29.524104,1,10.122005,17.331631,358.664007,8.014875,3,19.135902,9.802906,51.577478,3,1.351465,1,27.536084,4.919855
90,68,47,25.678657,80.862162,5.731113,150.08403,banana,23.995002,2,7.166726,6.372055,421.885079,8.414212,1,13.823941,31.940285,90.323682,3,46.012716,2,54.705684,3.960131
10,20,55,29.257408,94.517423,7.09288,140.986721,pomegranate,19.993572,1,5.822473,13.427538,443.457364,5.915645,6,5.710359,92.715701,63.406121,2,6.608555,1,12.277797,3.905321
92,35,31,20.077219,85.466482,5.578533,238.418098,rice,18.383773,3,8.364133,4.820893,391.06494,2.319531,3,12.937709,49.18429,191.089653,2,40.806906,3,91.677312,4.769204
33,29,34,31.40948821,49.21729127,6.832979509,92.99739415,mango,15.720683747476397,1,5.002760418077519,6.734116270592827,413.2649981165205,4.849597883631073,4,16.205759308565398,15.011668850394422,71.60545368971304,2,6.334963616786659,2,42.67253287673033,3.552331227102117
29,13,21,8.957605,88.565357,6.303654,82.644553,grapes,20.612665,1,6.197617,10.401391,385.605013,9.107704,1,6.001576,72.93524,178.97241,1,41.23955,1,24.057992,3.668827
11,47,22,28.143572,79.97835,5.542942,31.083138,blackgram,16.376145,2,6.933897,6.535203,384.717581,4.327257,3,5.547904,62.782335,173.638443,3,38.68435,1,22.852226,1.774867
16,35,40,29.052627,81.439442,6.52364,111.996909,pomegranate,13.149603,1,6.137342,3.838181,420.875854,3.094898,6,11.872097,32.883152,165.43167,1,36.92623,1,72.990753,4.737526
27,20,21,34.064645,74.279661,5.743655,166.130653,mango,20.535446,3,5.752454,1.203892,448.155729,1.278586,5,17.749019,47.91989,83.372121,2,43.026118,3,90.400034,1.926982
36,12,33,21.662766,90.546595,6.329886,101.841672,apple,22.531764,3,8.88549,8.498963,443.153044,7.370881,5,18.794751,63.037281,188.037361,1,32.433995,3,9.949222,1.938068
19,78,16,20.65375833,23.10538637,5.967533236,67.71768947,kidneybeans,13.94424908706781,1,9.270579755233388,10.270693106869755,365.23049751585535,2.4339983989857856,5,11.863002920794692,92.6823007422312,154.4853158709322,2,37.19654155776618,2,13.310989529387662,1.5112111381733788
117,30,50,24.90123934,87.20772913,6.744966312,46.59207341,watermelon,24.934578042843963,1,9.34925222271637,2.647109255066933,443.4159636401831,1.487316541368893,5,18.8363769204078,3.3935594910512457,189.12140155181967,3,44.85890711855053,2,99.51596314989966,2.399515218799641
11,97,38,26.943602,51.922684,5.253946,116.390536,pigeonpeas,23.167373,2,10.17514,6.912834,390.50093,6.578439,5,12.166089,47.926329,199.657773,1,4.8457,1,57.756907,1.678234
83,60,42,26.451905,84.287748,5.505712,177.58729,banana,10.08512,3,9.969584,5.908932,419.708925,5.670948,3,19.326745,30.197762,187.469183,2,43.617839,3,47.520378,4.433465
23,28,20,20.442779,90.97298,5.971545,175.164579,apple,21.772506,3,7.688664,13.854877,395.081426,4.131979,5,18.581835,45.611873,136.176217,3,46.911483,3,24.861803,3.460073
6,30,40,22.77035608,91.45498527,6.36137446,106.9659201,pomegranate,23.707311279600493,1,6.816272993056142,2.6982620417635705,423.713665115704,9.349070545091744,4,15.413516080924513,25.097291847709823,103.63097631738655,3,21.914961023549136,1,32.98964904938344,2.686251157761785
26,65,22,17.84806561,18.77621951,5.949949081,143.0984171,kidneybeans,10.02426042785048,2,7.985858574754115,2.334916088242671,426.1520026555052,7.491014159146264,2,7.416228745136397,79.62204538303598,72.4624461797907,3,40.62007937803436,2,44.00618661019382,3.246431419554556
12,72,38,22.843435,22.904566,6.391973,44.689518,kidneybeans,20.229862,2,6.44801,19.040802,364.030149,5.662432,2,7.17966,80.127972,144.539184,3,12.371858,3,63.422343,4.727227
13,42,18,24.774727,67.736745,6.751514,47.33339,blackgram,10.618844,3,8.796451,18.114252,449.095951,7.813441,4,9.710487,64.336826,132.32135,3,5.802996,1,86.190714,2.672963
93,46,49,31.398199,84.491396,6.905665,195.942514,jute,28.988073,3,6.172063,10.534392,385.645583,6.128512,6,10.37014,37.23273,179.868421,2,42.494382,1,18.923471,3.948469
120,29,25,28.647139,83.645569,6.068417,62.821008,cotton,16.204573,3,7.824893,16.32024,392.893965,9.376632,6,6.836922,79.643444,64.481137,1,44.042783,1,86.831016,1.846884
25,25,18,23.017382,93.895915,5.955725,108.92145,apple,25.193194,2,8.636135,1.037458,375.608061,5.376197,2,19.321321,44.948732,59.334304,1,10.076287,2,21.398184,3.255847
29,22,15,22.570814,90.087469,5.826576,123.067213,apple,18.665605,2,11.73134,1.767186,407.273874,1.077174,5,5.813435,39.923429,110.593925,2,32.036554,2,20.225674,4.6847
32,29,14,24.877756,90.481127,6.236202,124.825282,apple,20.879871,1,6.998462,4.021104,355.225991,1.788023,6,8.221855,49.825012,112.599931,1,27.087183,3,78.719756,2.634861
23,15,8,17.07732,90.062121,6.437485,130.983923,orange,15.859585,1,9.601856,16.399703,444.076927,6.902292,6,10.829217,36.623726,81.933584,1,49.83019,1,41.031235,3.054309
44,23,45,30.535648,92.015034,7.186465,131.671118,papaya,22.560762,3,5.383191,12.63419,390.293316,7.669643,2,12.119101,89.116638,92.51133,1,0.739455,2,57.484232,2.975004
2,21,44,18.92157197,87.31290342,6.56893406,102.8013275,pomegranate,26.339483590651508,2,10.929224976254496,8.221959908193151,355.3201877999404,9.269256213550255,6,15.750148904222502,55.33931810810064,108.28549828102352,1,8.124372002402808,2,23.338099182564985,1.5362183834227203
35,66,81,19.37101121,15.77458129,6.138243973,85.24819851,chickpea,18.080024986404176,3,11.88527562971152,3.2854104016273955,432.5100928196487,7.338427891294119,5,9.945728890602242,23.07550038345002,194.7114229527087,3,36.803754601197554,3,98.951339317668,2.656517606693801
24,17,6,10.677594,92.673694,7.162249,195.533368,orange,24.616673,3,6.091168,3.121194,381.874592,4.970846,3,6.936357,17.009473,108.797402,2,16.165842,3,45.524285,2.057854
60,48,39,24.28209415,80.30025587,7.042299069,231.0863347,rice,23.34511451117176,1,10.168697865057386,13.214305576708757,386.14283047459605,8.705518065479506,3,14.312229905712677,13.358098388005168,117.26676065919187,3,43.476465497635566,1,50.39889549176869,1.3745635802528169
89,60,17,25.37548751,57.21025565,5.983952675,101.7004306,maize,24.3952801312897,1,5.585151224634395,12.193613817481111,397.44774475788194,1.1333539918115116,3,7.48417760834058,20.801617420111285,132.88521727386944,1,38.34958003502755,2,39.830284969298,4.356934287952017
23,68,26,15.7563,61.637967,6.893523,59.192502,lentil,26.400162,1,11.488669,6.16877,417.733692,7.180303,6,6.477148,39.378712,189.711804,3,24.63576,1,86.15504,3.349436
81,54,30,25.621181,84.829689,6.312111,248.197603,rice,16.29026,1,11.223786,0.983926,405.963271,7.314087,1,6.586017,52.766307,123.064476,3,41.127717,1,44.90077,4.773194
117,13,77,36.245935,90.827459,6.828743,33.900585,muskmelon,25.939355,2,11.172307,6.104841,389.683271,6.667389,1,10.12353,27.835081,120.176431,3,41.434439,1,35.295026,1.156022
87,54,20,25.61707368,63.4711755,6.576418207,108.8303762,maize,20.70903958586095,1,11.925229223232812,0.7877098121617987,402.94879540520617,1.4514109657922438,2,10.481830006234032,62.5663983211316,194.4653717875761,2,27.61743818470897,2,52.211015030209495,3.333349557907917
23,24,32,28.1218093,46.16888595,5.630619901,93.30247448,mango,10.691681153943303,2,6.690508617925482,13.288392080359444,426.48022847668926,1.7695317893625044,5,7.417074608224206,35.46534555152574,56.27167364518724,1,22.353106525136635,2,49.092626084718326,3.5250369715113274
117,15,42,30.298788,94.677501,5.958358,70.295231,watermelon,26.687163,1,7.96486,4.963513,432.976348,6.698855,1,13.013256,99.8427,173.50203,3,31.86873,1,42.207271,2.363435
95,24,28,20.051777,91.731068,4.57024,199.025503,coffee,11.232022,1,10.917475,0.714245,358.14262,7.324355,6,18.849585,12.347521,110.87847,3,35.812601,3,58.997469,3.933987
14,17,25,13.626501,91.915912,5.681097,60.15891,grapes,26.954133,3,9.637574,18.228335,399.545624,1.515312,4,19.087705,94.212664,144.574761,1,16.216545,1,95.419382,4.685656
95,75,76,28.029375,83.422277,6.429607,117.799818,banana,26.527748,3,5.717582,10.59006,393.549123,6.955382,2,11.146345,25.132621,125.046534,3,16.154782,2,18.918554,2.978954
96,17,29,24.778761,91.618242,4.28218,198.094626,coffee,15.137793,2,10.036284,18.729829,424.717638,6.3123,3,13.059809,56.239385,158.998532,3,8.39448,2,24.34234,1.076549
18,11,26,34.74757,66.007197,5.728186,120.626893,mango,15.917389,3,7.101858,7.895054,435.007462,4.459552,1,12.164046,83.010462,148.860099,1,11.733772,1,87.877747,3.875365
23,56,21,28.700031,61.549367,6.098379,32.410579,blackgram,12.667882,2,6.96999,19.51795,402.760754,7.035838,4,7.207718,98.445705,109.547151,3,12.618283,2,60.164856,4.960038
116,76,48,29.282849,85.443891,6.244644,158.032404,banana,17.176985,2,8.010029,7.150496,440.653354,4.967723,4,14.266205,66.756334,133.660867,1,12.078946,2,80.021237,2.518908
20,30,24,33.494393,81.475832,6.226275,35.926421,mungbean,29.40059,3,10.019551,4.930671,438.065285,5.533378,3,10.41463,61.485261,141.085485,2,45.737537,1,59.582234,1.627935
25,12,26,28.56973521,95.67906668,6.436314406,134.8370348,coconut,25.23095719185271,2,11.1260941635648,14.041233984592374,385.7619313843591,2.7946141341626625,3,18.991112242429367,35.20003695511315,151.80501921476332,1,8.890726437896474,3,18.12960776736756,4.425768674446557
71,45,52,22.520955,82.769045,5.609353,160.25298,rice,23.998799,3,11.370261,10.879704,426.619394,6.960089,5,15.638959,43.339098,116.779766,1,41.96522,2,14.345262,2.468695
88,61,45,30.724721,81.92773,5.661042,114.60719,banana,20.123488,2,11.470182,11.955964,430.421341,9.804709,6,8.189291,3.630641,139.759372,1,6.104958,3,59.249938,1.356675
16,56,15,26.996359,59.730448,6.265518,52.171653,mothbeans,28.198835,3,9.178642,5.319942,412.290082,1.830794,3,19.614258,49.19737,135.248487,1,42.947208,1,59.603392,3.179587
12,27,26,29.09382275,45.5661059,5.32307197,96.23520043,mango,22.681703927230465,3,8.290872703009377,12.331380330798073,412.9487642581278,4.957044797430302,1,15.546588173227724,94.0276981304365,158.60746395196685,2,15.987959037343256,2,94.95185982204276,2.18444867911196
89,50,41,21.22387,88.216369,6.444337,295.2806,rice,16.718875,3,9.53487,0.004538,388.789516,1.513021,1,13.353205,16.725001,73.951575,1,1.57781,1,35.742045,3.654818
23,26,25,23.353542,91.563225,6.024002,91.115514,grapes,14.817532,1,5.222188,11.538225,384.464739,8.050967,6,19.636952,67.660453,184.551139,2,3.451867,1,70.318139,3.669427
18,20,26,31.66524687,51.98594645,5.435840509,89.98024312,mango,13.101788392720406,3,11.737134587248727,4.163657696742861,423.666040286256,4.9436028646781,1,16.115192997071944,33.520070548634266,122.84109623346085,3,18.35268937869956,3,35.65121566725233,1.872980972186455
24,10,34,28.434458,81.013284,7.546363,140.935637,coconut,23.698146,1,5.863178,7.185608,370.464096,5.721177,1,8.746323,5.787912,83.949015,1,34.131312,1,10.654827,1.45524
103,33,33,26.71717393,50.50148528,7.131435858,126.8073984,coffee,27.90183973869437,1,11.66215282517514,2.324002312151414,438.3686605750282,6.266938412264151,3,19.346227666480704,81.89223232175623,105.9968443526586,1,6.007991296173759,1,39.23306104212055,3.472756440751938
84,45,48,34.078511,78.212108,6.361119,205.750132,jute,12.002772,3,11.840388,16.357241,429.668887,2.995666,2,5.231629,56.028217,155.21026,1,14.292135,2,38.726966,1.78791
106,10,41,30.006877,86.054016,6.806751,46.4582,watermelon,25.390196,2,11.827431,16.119973,363.396769,1.33019,3,8.869249,72.119401,69.772949,3,14.188031,1,88.785641,3.515621
81,24,48,32.70226,90.638874,6.922256,29.486814,muskmelon,21.238664,1,10.151005,13.143855,406.937126,6.718105,1,13.641562,6.519435,71.594595,2,9.732584,1,53.247482,1.821886
57,17,63,32.292576,91.240149,7.013287,184.200631,papaya,10.048221,1,8.3111,14.078595,393.273191,4.780541,6,16.702816,12.424245,84.60483,1,1.791964,2,73.504825,3.709395
26,12,18,23.860079,92.784083,6.433568,77.376555,grapes,19.232088,3,5.634055,12.788972,386.030255,2.354351,1,5.866198,22.740747,160.217801,2,34.877861,3,96.381443,4.4473
29,68,67,17.137881,20.04041,6.347541,44.015693,chickpea,26.345846,2,7.655184,15.694015,353.927583,9.521969,4,8.26158,74.306265,105.219389,3,36.09401,1,53.255369,3.719016
56,43,51,25.546447,93.48113,7.272669,192.767343,papaya,18.174519,3,9.170786,13.236816,423.176563,7.715169,1,10.431427,90.480002,131.172153,1,36.706117,1,83.488455,1.301523
37,10,32,28.96318258,95.16333673,6.165084855,222.803013,coconut,12.174878731885316,1,11.383576155488296,2.0662734953242112,382.0061739243414,3.818037927769606,2,14.50526314726747,15.549190720796735,98.59417987999171,2,18.08404861819785,1,66.76971928814804,4.5299873386056975
20,27,24,31.877151,77.732886,6.666269,144.977299,mango,27.60386,3,6.852993,5.988132,356.174559,9.392516,3,5.064292,76.752715,147.086594,3,46.691152,3,91.900989,4.590933
88,76,50,33.960406,79.79981,6.449418,141.824997,banana,27.395545,3,11.750269,0.021504,424.194811,8.198472,2,15.430273,93.198893,98.308621,1,8.254835,3,56.888763,3.684327
29,13,17,17.915611,92.662556,5.775414,94.047477,grapes,21.794024,2,7.087289,7.210089,432.370614,3.701861,2,9.648379,42.555424,105.345308,3,1.341656,1,55.735185,4.835737
0,19,31,25.51791333,94.38420565,6.271952833,178.7297725,coconut,21.341096377656136,3,10.853760783085717,18.78665932140445,418.5962862464961,5.471524692998466,3,17.40463820811879,48.13932281375168,177.53011086159125,2,13.110857578813578,3,19.437771349461176,3.852187082709893
25,17,15,25.997833,58.388124,6.108994,81.876617,mango,15.872869,2,8.239412,0.440688,350.056565,5.43639,4,14.308994,5.695938,98.034528,1,26.354067,1,92.406613,1.830911
27,85,19,18.328067,19.478829,6.247597,32.839545,kidneybeans,23.472223,2,11.858985,11.833874,437.573707,3.107428,6,6.180626,2.041845,165.487482,1,0.786504,1,78.137746,3.32811
103,17,74,32.274676,94.125253,6.81249,76.047783,watermelon,12.392722,1,9.550249,4.386169,364.039903,8.210668,1,5.876243,8.492817,186.195909,2,4.151459,1,15.589901,2.445212
25,53,46,19.133743,19.739321,6.942627,38.803976,chickpea,23.805119,3,10.985026,1.579863,372.300436,6.537803,3,15.715014,44.695085,198.077236,2,35.023236,1,98.18371,3.361528
13,69,19,17.30844532,20.01730914,5.86390397,115.199245,kidneybeans,28.133786676387416,1,9.227475552676326,17.0261057723399,449.4055276890279,1.556831089549345,6,14.700492063805418,57.58339565124082,173.96416813631942,3,3.069025657830421,2,78.28115052750786,1.961457768287021
86,15,47,24.04355803,84.18406764,6.423898762,53.78929956,watermelon,26.621022154819595,1,8.46397942792327,2.7842410020183106,402.6465894153068,2.7648125900723537,6,8.978576670397572,51.53359901794784,146.74711575342664,2,30.9770688800553,2,12.65170991141672,3.23001329650884
105,74,45,25.14517635,81.38204104,6.098369122,119.218154,banana,14.208862521680636,2,10.437493087241696,0.1775355507837894,393.4598923649828,3.600119913862779,6,11.18422785676651,36.49148742374373,70.36439034657317,1,4.038049027266882,1,97.68876639385662,3.5016801292888635
18,14,7,14.006686,93.757607,7.111319,154.825864,orange,15.863162,3,5.945678,0.299432,357.228128,8.816668,3,11.826646,30.85947,69.899051,2,0.421304,3,6.069683,1.799986
11,23,34,29.590612,85.676778,7.074087,154.813031,pomegranate,24.282556,3,9.976782,19.141618,373.662525,3.328038,4,16.05783,82.15538,193.834743,2,2.714214,2,96.530095,4.608849
103,17,53,31.730934,92.652389,6.418087,67.179091,watermelon,22.488943,1,8.320557,5.479694,353.005143,4.133115,1,19.166454,90.259609,192.471481,3,35.734097,1,6.078811,4.4465
25,11,33,23.582309,80.561409,5.820326,167.39572,pomegranate,25.895667,2,6.475535,8.893306,441.594768,9.780441,5,8.378263,25.227717,87.82602,2,38.715718,2,5.348974,1.709737
26,25,40,34.643026,89.212527,6.513601,129.722984,pomegranate,13.672896,1,11.863829,2.433179,351.408035,8.766307,1,18.80721,34.121038,86.669888,2,31.028521,1,64.677593,4.835608
28,15,10,17.869367,92.976648,6.236233,86.738364,grapes,22.018804,2,11.482372,2.352868,384.103125,9.390815,2,6.343079,46.754125,53.290988,1,30.655549,3,8.60129,1.91296
22,16,24,24.308497,90.869219,6.183973,84.5398,grapes,16.41596,3,6.663107,6.023855,364.34117,6.814797,1,9.615283,1.10573,54.421489,2,34.05383,3,23.394848,3.8362
22,48,34,34.605859,84.271037,7.003285,42.302143,mungbean,27.269458,1,6.612068,9.550067,376.347293,5.921548,4,9.787284,2.07873,116.305303,1,49.848848,3,92.048875,2.896228
34,21,42,18.75927679,89.93457597,6.648687274,111.0196744,pomegranate,16.968321508148083,2,11.19892371271047,6.055952837532312,360.76012639635314,5.408698897826524,4,11.86889178793739,6.949340298689643,106.1663840138588,2,2.119843779269359,2,5.737829186309873,3.806563948343017
28,14,33,30.18112,61.608887,6.037534,164.432665,mango,23.697831,1,9.099952,13.462247,440.566297,1.751626,5,14.002233,93.406125,143.212931,2,4.511863,1,35.72759,1.484752
16,56,33,21.544314,19.639787,6.910815,42.507886,kidneybeans,19.485137,1,11.050458,5.268509,402.776911,9.961994,4,12.402437,24.220107,94.440878,2,4.113798,1,14.65326,1.209341
21,51,15,29.36488409,89.1886954,6.679127482,48.30159325,mungbean,17.7157768054615,3,10.568648970003215,17.734310667496317,355.7771604475385,7.686820021283655,3,9.160521424211057,27.81764204367283,126.42838700104328,2,31.99566210277028,1,40.336887588204384,2.6723407591101647
17,14,24,21.340579,83.154458,5.82998,94.441065,grapes,19.111128,2,9.292043,15.009479,363.674164,8.159329,3,7.043327,80.959865,119.774907,1,32.801156,3,4.115623,3.199671
28,56,10,15.883116,67.313535,7.070308,49.828118,lentil,20.403806,2,11.805898,14.717954,428.608725,9.597735,6,19.209959,5.066795,142.620967,3,44.569344,2,8.139052,1.630892
20,31,36,28.970265,93.911925,6.049738,109.041355,pomegranate,13.823163,2,8.520749,16.648668,417.888199,5.927707,2,10.706935,5.585235,179.052354,2,36.612384,2,66.814162,2.838018
129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,cotton,19.96078418278641,2,7.963666543720995,12.463024786384032,424.5597416379186,4.472672717247164,2,15.108542334918804,24.15995215583202,79.1857549214844,3,49.152541957163045,1,12.420410648160408,1.971814516230436
